BREAK,2025-04-09 07:25:06.392283,,,,
Time,Latitude,Longitude,Altitude,Relative Altitude,Heading
BREAK,2025-04-09 07:25:36.607400,,,,
BREAK,2025-04-09 07:25:47.900664,,,,
1744205552.527209,39.0173061,-104.8924711,2171.07,10.99,5.97
1744205552.7200365,39.0173061,-104.8924711,2171.07,10.99,5.97
1744205553.556499,39.0173061,-104.8924711,2171.07,10.99,15.98
1744205553.7280939,39.0173061,-104.8924711,2171.07,10.99,15.98
1744205554.5493145,39.0173061,-104.8924711,2171.06,10.989,25.98
1744205554.7418468,39.0173061,-104.8924711,2171.06,10.989,25.98
1744205555.5535164,39.0173061,-104.8924711,2171.06,10.988,35.95
1744205555.7472188,39.0173061,-104.8924711,2171.06,10.988,35.95
1744205556.5740101,39.0173061,-104.8924712,2171.07,10.99,45.97
1744205556.775208,39.0173061,-104.8924712,2171.07,10.99,45.97
1744205557.5914586,39.0173061,-104.8924712,2171.07,10.99,55.96
1744205557.7858374,39.0173061,-104.8924712,2171.07,10.99,55.96
1744205558.6321754,39.0173062,-104.8924712,2171.07,10.99,65.97
1744205558.8159492,39.0173062,-104.8924712,2171.07,10.99,65.97
1744205559.6465945,39.0173062,-104.8924712,2171.06,10.989,80.97
1744205559.8263261,39.0173062,-104.8924712,2171.06,10.989,80.97
1744205560.6563892,39.0173062,-104.8924712,2171.06,10.988,90.97
1744205560.8348925,39.0173062,-104.8924712,2171.06,10.988,90.97
1744205561.6700935,39.0173062,-104.8924712,2171.07,10.99,100.97
1744205561.8440459,39.0173062,-104.8924712,2171.07,10.99,100.97
1744205562.676468,39.0173062,-104.8924711,2171.07,10.99,110.98
1744205562.8448648,39.0173062,-104.8924711,2171.07,10.99,110.98
1744205563.6901612,39.0173062,-104.8924711,2171.07,10.99,120.98
1744205563.8540478,39.0173062,-104.8924711,2171.07,10.99,120.98
1744205564.7030628,39.0173062,-104.892471,2171.07,10.99,130.98
1744205564.8644023,39.0173062,-104.892471,2171.07,10.99,130.98
1744205565.7202408,39.0173062,-104.892471,2171.07,10.99,140.98
1744205565.881784,39.0173062,-104.892471,2171.07,10.99,140.98
1744205566.754757,39.0173062,-104.892471,2171.06,10.988,150.98
1744205566.890434,39.0173062,-104.892471,2171.06,10.988,150.98
1744205567.776504,39.0173062,-104.892471,2171.06,10.988,160.96
1744205567.9080615,39.0173062,-104.892471,2171.06,10.988,160.96
1744205568.79821,39.0173062,-104.892471,2171.07,10.99,170.97
1744205568.9201734,39.0173062,-104.892471,2171.07,10.99,170.97
1744205569.80937,39.0173062,-104.892471,2171.07,10.99,180.97
1744205569.9339006,39.0173062,-104.892471,2171.07,10.99,180.97
1744205570.8361318,39.0173061,-104.892471,2171.07,10.99,190.99
1744205570.9427454,39.0173061,-104.892471,2171.07,10.99,190.99
1744205571.8344789,39.0173061,-104.892471,2171.07,10.99,200.97
1744205571.9482243,39.0173061,-104.892471,2171.07,10.99,200.97
1744205572.8383486,39.0173061,-104.892471,2171.06,10.989,210.98
1744205572.9564633,39.0173061,-104.892471,2171.06,10.989,210.98
1744205573.8620772,39.0173061,-104.892471,2171.06,10.988,220.97
1744205573.9945207,39.0173061,-104.892471,2171.06,10.988,220.97
1744205574.8799932,39.017306,-104.892471,2171.07,10.99,230.98
1744205575.0413156,39.017306,-104.892471,2171.07,10.99,230.98
1744205575.8924046,39.017306,-104.892471,2171.07,10.99,240.98
1744205576.0538888,39.017306,-104.892471,2171.07,10.99,240.98
1744205576.8919196,39.017306,-104.892471,2171.07,10.99,250.98
1744205577.0531535,39.017306,-104.892471,2171.07,10.99,250.98
1744205577.910694,39.017306,-104.8924711,2171.07,10.99,260.98
1744205578.0817623,39.017306,-104.8924711,2171.07,10.99,260.98
1744205578.92622,39.017306,-104.8924711,2171.06,10.989,270.98
1744205579.0919201,39.017306,-104.8924711,2171.06,10.989,270.98
1744205579.9442592,39.017306,-104.8924711,2171.06,10.988,280.97
1744205580.105662,39.017306,-104.8924711,2171.06,10.988,280.97
1744205581.000569,39.017306,-104.8924712,2171.07,10.989,290.97
1744205581.1062148,39.017306,-104.8924712,2171.07,10.989,290.97
1744205582.0227308,39.017306,-104.8924713,2171.07,10.99,300.97
1744205582.1465786,39.017306,-104.8924713,2171.07,10.99,300.97
1744205583.0385427,39.017306,-104.8924713,2171.07,10.99,310.98
1744205583.1497464,39.017306,-104.8924713,2171.07,10.99,310.98
1744205584.0576181,39.017306,-104.8924714,2171.07,10.99,320.98
1744205584.1657596,39.017306,-104.8924714,2171.07,10.99,320.98
1744205585.0935276,39.017306,-104.8924714,2171.07,10.99,330.98
1744205585.1843853,39.017306,-104.8924714,2171.07,10.99,330.98
1744205586.1142132,39.017306,-104.8924714,2171.06,10.988,340.98
1744205586.205173,39.017306,-104.8924714,2171.06,10.988,340.98
1744205587.1142447,39.017306,-104.8924714,2171.06,10.989,355.97
1744205587.2052178,39.017306,-104.8924714,2171.06,10.989,355.97
1744205588.1447942,39.017306,-104.8924714,2171.07,10.99,5.96
1744205588.1981478,39.017306,-104.8924714,2171.07,10.99,5.96
1744205589.1572115,39.0173061,-104.8924715,2171.07,10.99,15.96
1744205589.2481568,39.0173061,-104.8924715,2171.07,10.99,15.96
1744205590.1619108,39.0173061,-104.8924715,2171.07,10.99,25.96
1744205590.2657163,39.0173061,-104.8924715,2171.07,10.99,25.96
1744205591.2313755,39.0173062,-104.8924714,2171.06,10.988,35.96
1744205591.2724643,39.0173062,-104.8924714,2171.06,10.988,35.96
1744205592.2586823,39.0173062,-104.8924714,2171.06,10.988,45.96
1744205592.284009,39.0173062,-104.8924714,2171.06,10.988,45.96
1744205593.2838182,39.0173062,-104.8924714,2171.07,10.99,55.96
1744205593.3071063,39.0173062,-104.8924714,2171.07,10.99,55.96
1744205594.3107436,39.0173062,-104.8924713,2171.07,10.99,65.96
1744205594.3312774,39.0173062,-104.8924713,2171.07,10.99,65.96
1744205595.3125863,39.0173062,-104.8924713,2171.07,10.99,65.96
1744205595.3332314,39.0173063,-104.8924713,2171.07,10.99,75.97
1744205596.3259366,39.0173063,-104.8924713,2171.07,10.99,75.97
1744205596.3465014,39.0173063,-104.8924713,2171.07,10.99,85.96
1744205597.3296797,39.0173064,-104.8924712,2171.07,10.99,95.97
1744205597.3504615,39.0173064,-104.8924712,2171.07,10.99,95.97
1744205598.3302784,39.0173064,-104.8924711,2171.06,10.988,105.96
1744205598.35529,39.0173064,-104.8924711,2171.06,10.988,105.96
1744205599.356628,39.0173063,-104.8924711,2171.06,10.989,115.97
1744205599.377127,39.0173063,-104.8924711,2171.06,10.989,115.97
1744205600.37033,39.0173063,-104.8924711,2171.07,10.99,125.97
1744205600.3909602,39.0173063,-104.8924711,2171.07,10.99,125.97
1744205601.3659759,39.0173063,-104.892471,2171.07,10.99,135.97
1744205601.386666,39.0173063,-104.892471,2171.07,10.99,135.97
1744205602.3854117,39.0173063,-104.892471,2171.07,10.99,145.97
1744205602.4331005,39.0173063,-104.892471,2171.07,10.99,145.97
1744205603.3920455,39.0173063,-104.892471,2171.07,10.99,145.97
1744205603.4127696,39.0173063,-104.892471,2171.07,10.99,155.97
1744205604.4097197,39.0173062,-104.892471,2171.07,10.99,165.97
1744205604.4303908,39.0173062,-104.892471,2171.07,10.99,165.97
1744205605.4018226,39.0173062,-104.892471,2171.06,10.988,175.95
1744205605.4308264,39.0173062,-104.892471,2171.06,10.988,175.95
1744205606.4151423,39.0173062,-104.8924709,2171.06,10.989,185.97
1744205606.4442828,39.0173062,-104.8924709,2171.06,10.989,185.97
1744205607.4146938,39.0173061,-104.8924709,2171.07,10.99,195.96
1744205607.4571893,39.0173061,-104.8924709,2171.07,10.99,195.96
1744205608.423511,39.0173061,-104.8924709,2171.07,10.99,205.98
1744205608.476189,39.0173061,-104.8924709,2171.07,10.99,205.98
1744205609.4359906,39.017306,-104.8924709,2171.07,10.99,215.96
1744205609.5335472,39.017306,-104.8924709,2171.07,10.99,215.96
1744205610.4477422,39.017306,-104.892471,2171.07,10.99,225.98
1744205610.5394325,39.017306,-104.892471,2171.07,10.99,225.98
1744205611.4657388,39.017306,-104.892471,2171.07,10.99,235.97
1744205611.5567617,39.017306,-104.892471,2171.07,10.99,235.97
1744205612.4712853,39.017306,-104.8924711,2171.06,10.988,245.97
1744205612.5647137,39.017306,-104.8924711,2171.06,10.988,245.97
1744205613.4752307,39.017306,-104.8924711,2171.06,10.988,255.97
1744205613.566098,39.017306,-104.8924711,2171.06,10.988,255.97
1744205614.4820764,39.017306,-104.8924711,2171.07,10.99,265.97
1744205614.5731494,39.017306,-104.8924711,2171.07,10.99,265.97
1744205615.4993134,39.017306,-104.8924711,2171.07,10.99,275.97
1744205615.5902643,39.017306,-104.8924711,2171.07,10.99,275.97
1744205616.5054698,39.017306,-104.8924712,2171.07,10.99,285.97
1744205616.596585,39.017306,-104.8924712,2171.07,10.99,285.97
1744205617.5100958,39.0173059,-104.8924713,2171.07,10.99,295.97
1744205617.6038096,39.0173059,-104.8924713,2171.07,10.99,295.97
1744205618.5259738,39.0173059,-104.8924713,2171.06,10.989,305.97
1744205618.6171007,39.0173059,-104.8924713,2171.06,10.989,305.97
1744205619.531771,39.0173059,-104.8924714,2171.06,10.988,315.97
1744205619.623072,39.0173059,-104.8924714,2171.06,10.988,315.97
1744205620.5790577,39.0173059,-104.8924714,2171.07,10.99,325.97
1744205620.6328938,39.0173059,-104.8924714,2171.07,10.99,325.97
1744205621.565633,39.017306,-104.8924714,2171.07,10.99,335.97
1744205621.6565018,39.017306,-104.8924714,2171.07,10.99,335.97
1744205622.5856683,39.017306,-104.8924715,2171.07,10.99,345.97
1744205622.6522803,39.017306,-104.8924715,2171.07,10.99,345.97
1744205623.6071618,39.0173061,-104.8924715,2171.07,10.99,355.97
1744205623.6579626,39.0173061,-104.8924715,2171.07,10.99,355.97
1744205624.62546,39.0173061,-104.8924715,2171.06,10.988,10.96
1744205624.6915815,39.0173061,-104.8924715,2171.06,10.988,10.96
1744205625.63778,39.0173061,-104.8924715,2171.06,10.988,20.96
1744205625.698997,39.0173061,-104.8924715,2171.06,10.988,20.96
1744205626.6481504,39.0173062,-104.8924715,2171.07,10.99,30.96
1744205626.7142363,39.0173062,-104.8924715,2171.07,10.99,30.96
1744205627.6517756,39.0173062,-104.8924714,2171.07,10.99,40.95
1744205627.719742,39.0173062,-104.8924714,2171.07,10.99,40.95
1744205628.6950622,39.0173062,-104.8924714,2171.07,10.99,50.96
1744205628.727123,39.0173062,-104.8924714,2171.07,10.99,50.96
1744205629.7240753,39.0173062,-104.8924714,2171.06,10.989,60.96
1744205629.744666,39.0173062,-104.8924714,2171.06,10.989,60.96
1744205630.7171504,39.0173063,-104.8924713,2171.06,10.988,70.96
1744205630.7513928,39.0173063,-104.8924713,2171.06,10.988,70.96
1744205631.7596853,39.0173063,-104.8924713,2171.07,10.989,80.95
1744205631.780269,39.0173063,-104.8924713,2171.07,10.989,80.95
1744205632.7787583,39.0173064,-104.8924713,2171.07,10.99,90.96
1744205632.7994103,39.0173064,-104.8924713,2171.07,10.99,90.96
1744205633.7867846,39.0173064,-104.8924713,2171.07,10.99,90.96
1744205633.807491,39.0173064,-104.8924712,2171.07,10.99,100.96
1744205634.7931147,39.0173063,-104.8924711,2171.07,10.99,110.96
1744205634.8138065,39.0173063,-104.8924711,2171.07,10.99,110.96
1744205635.799072,39.0173063,-104.8924711,2171.07,10.99,110.96
1744205635.819649,39.0173063,-104.8924711,2171.07,10.99,120.96
1744205636.8129385,39.0173063,-104.8924711,2171.07,10.99,120.96
1744205636.836318,39.0173063,-104.8924711,2171.06,10.988,130.96
1744205637.8346572,39.0173063,-104.892471,2171.06,10.989,140.97
1744205637.855294,39.0173063,-104.892471,2171.06,10.989,140.97
1744205638.8563492,39.0173063,-104.892471,2171.06,10.989,140.97
1744205638.8769794,39.0173063,-104.892471,2171.07,10.99,150.97
1744205639.8692248,39.0173063,-104.892471,2171.07,10.99,150.97
1744205639.889949,39.0173062,-104.892471,2171.07,10.99,160.97
1744205640.8562522,39.0173062,-104.892471,2171.07,10.99,160.97
1744205640.8823972,39.0173062,-104.892471,2171.07,10.99,170.97
1744205641.8876529,39.0173062,-104.8924709,2171.07,10.989,180.98
1744205641.9353426,39.0173062,-104.8924709,2171.07,10.989,180.98
1744205642.9212708,39.0173061,-104.8924709,2171.06,10.988,190.95
1744205642.9623818,39.0173061,-104.8924709,2171.06,10.988,190.95
1744205643.9209428,39.0173061,-104.8924709,2171.06,10.989,200.98
1744205643.9505785,39.0173061,-104.8924709,2171.06,10.989,200.98
1744205644.933771,39.017306,-104.8924709,2171.07,10.99,210.96
1744205644.961935,39.017306,-104.8924709,2171.07,10.99,210.96
1744205645.9703243,39.017306,-104.8924709,2171.07,10.99,210.96
1744205646.9471538,39.017306,-104.892471,2171.07,10.99,230.96
1744205646.9785252,39.017306,-104.892471,2171.07,10.99,230.96
1744205647.9752204,39.017306,-104.892471,2171.07,10.99,240.97
1744205647.9961607,39.017306,-104.892471,2171.07,10.99,240.97
1744205648.974306,39.017306,-104.8924711,2171.06,10.989,250.97
1744205648.9950228,39.017306,-104.8924711,2171.06,10.989,250.97
1744205649.9995663,39.017306,-104.8924711,2171.06,10.988,260.97
1744205650.020177,39.017306,-104.8924711,2171.06,10.988,260.97
1744205651.012998,39.017306,-104.8924711,2171.07,10.99,270.96
1744205651.0336087,39.017306,-104.8924711,2171.07,10.99,270.96
1744205652.037723,39.017306,-104.8924711,2171.07,10.99,270.96
1744205652.0585704,39.017306,-104.8924712,2171.07,10.99,280.97
1744205653.0348954,39.017306,-104.8924712,2171.07,10.99,280.97
1744205653.055608,39.0173059,-104.8924712,2171.07,10.99,290.97
1744205654.0354357,39.0173059,-104.8924712,2171.07,10.99,290.97
1744205654.0662653,39.0173059,-104.8924713,2171.07,10.99,300.97
1744205655.0474288,39.0173059,-104.8924713,2171.07,10.99,300.97
1744205655.08461,39.0173059,-104.8924714,2171.07,10.99,310.97
1744205656.0512135,39.0173059,-104.8924714,2171.07,10.99,310.97
1744205656.0933163,39.0173059,-104.8924714,2171.06,10.988,320.97
1744205657.0596797,39.0173059,-104.8924714,2171.06,10.988,320.97
1744205657.1013713,39.017306,-104.8924715,2171.07,10.99,335.96
1744205658.0750177,39.017306,-104.8924715,2171.07,10.99,335.96
1744205658.1039443,39.0173061,-104.8924715,2171.07,10.99,345.98
1744205659.0956328,39.0173061,-104.8924715,2171.07,10.99,345.98
1744205659.1163568,39.0173061,-104.8924715,2171.07,10.99,355.96
1744205660.103837,39.0173061,-104.8924715,2171.07,10.99,355.96
1744205660.12437,39.0173061,-104.8924715,2171.07,10.99,0.96
1744205661.1192825,39.0173061,-104.8924715,2171.07,10.99,0.96
1744205661.1399446,39.0173061,-104.8924715,2171.06,10.989,15.95
1744205662.1454153,39.0173061,-104.8924715,2171.06,10.989,15.95
1744205662.166028,39.0173062,-104.8924715,2171.06,10.988,25.96
1744205663.1551726,39.0173062,-104.8924715,2171.07,10.989,35.96
1744205663.1803675,39.0173062,-104.8924715,2171.07,10.989,35.96
1744205664.1758585,39.0173062,-104.8924714,2171.07,10.99,45.97
1744205664.197171,39.0173062,-104.8924714,2171.07,10.99,45.97
1744205665.1857579,39.0173063,-104.8924714,2171.07,10.99,55.95
1744205665.221189,39.0173063,-104.8924714,2171.07,10.99,55.95
1744205666.1959379,39.0173063,-104.8924714,2171.07,10.99,65.96
1744205667.2142587,39.0173064,-104.8924713,2171.06,10.989,75.96
1744205667.2660017,39.0173064,-104.8924713,2171.06,10.989,75.96
1744205668.2842305,39.0173064,-104.8924713,2171.06,10.989,75.96
1744205668.3049648,39.0173064,-104.8924713,2171.06,10.988,85.96
1744205669.3122027,39.0173064,-104.8924713,2171.06,10.988,85.96
1744205669.36022,39.0173064,-104.8924712,2171.07,10.99,95.95
1744205670.3118448,39.0173064,-104.8924712,2171.07,10.99,95.95
1744205670.334968,39.0173064,-104.8924711,2171.07,10.99,105.96
1744205671.3408637,39.0173064,-104.8924711,2171.07,10.99,105.96
1744205671.361676,39.0173063,-104.8924711,2171.07,10.99,115.96
1744205672.3443,39.0173063,-104.8924711,2171.07,10.99,115.96
1744205672.365123,39.0173063,-104.8924711,2171.07,10.99,125.96
1744205673.3613267,39.0173063,-104.8924711,2171.07,10.99,125.96
1744205673.4056232,39.0173063,-104.892471,2171.07,10.99,135.96
1744205674.3896222,39.0173063,-104.892471,2171.07,10.99,135.96
1744205674.4374835,39.0173063,-104.892471,2171.07,10.99,145.96
1744205675.3817852,39.0173063,-104.892471,2171.07,10.99,145.96
1744205675.4473214,39.0173063,-104.892471,2171.06,10.988,155.97
1744205676.4066672,39.0173063,-104.892471,2171.06,10.988,155.97
1744205676.4977057,39.0173062,-104.892471,2171.06,10.988,165.97
1744205677.433052,39.0173062,-104.892471,2171.06,10.988,165.97
1744205677.5093143,39.0173062,-104.8924709,2171.07,10.99,175.96
1744205678.4353976,39.0173062,-104.8924709,2171.07,10.99,175.96
1744205678.5263252,39.0173061,-104.8924709,2171.07,10.99,185.98
1744205679.452452,39.0173061,-104.8924709,2171.07,10.99,185.98
1744205679.5322614,39.0173061,-104.8924709,2171.07,10.99,195.98
1744205680.4555404,39.0173061,-104.8924709,2171.07,10.99,195.98
1744205680.5513685,39.0173061,-104.8924709,2171.07,10.99,205.98
1744205681.4868195,39.0173061,-104.8924709,2171.07,10.99,205.98
1744205681.5636377,39.017306,-104.8924709,2171.07,10.99,215.97
1744205682.5044432,39.017306,-104.8924709,2171.07,10.99,215.97
1744205682.5743527,39.017306,-104.892471,2171.06,10.989,225.96
1744205683.5054338,39.017306,-104.892471,2171.06,10.989,225.96
1744205683.59631,39.017306,-104.892471,2171.06,10.988,235.97
1744205684.5091054,39.017306,-104.892471,2171.06,10.988,235.97
1744205684.5999575,39.017306,-104.892471,2171.07,10.989,245.96
1744205685.5297256,39.017306,-104.892471,2171.07,10.989,245.96
1744205685.620746,39.017306,-104.8924711,2171.07,10.99,260.97
1744205686.5314448,39.017306,-104.8924711,2171.07,10.99,260.97
1744205686.622239,39.017306,-104.8924711,2171.07,10.99,270.98
1744205687.541976,39.017306,-104.8924711,2171.07,10.99,270.98
1744205687.6328864,39.0173059,-104.8924712,2171.07,10.99,280.98
1744205688.5490084,39.0173059,-104.8924712,2171.07,10.99,280.98
1744205688.6399438,39.0173059,-104.8924712,2171.07,10.99,290.98
1744205689.5593278,39.0173059,-104.8924712,2171.07,10.99,290.98
1744205689.6501968,39.0173059,-104.8924713,2171.06,10.988,300.98
1744205690.574273,39.0173059,-104.8924713,2171.06,10.988,300.98
1744205690.6336894,39.0173059,-104.8924714,2171.06,10.989,310.98
1744205691.6238885,39.0173059,-104.8924714,2171.06,10.989,310.98
1744205691.6443932,39.017306,-104.8924714,2171.07,10.99,320.98
1744205692.6483545,39.017306,-104.8924714,2171.07,10.99,320.98
1744205692.6690037,39.017306,-104.8924714,2171.07,10.99,330.98
1744205693.651192,39.017306,-104.8924714,2171.07,10.99,330.98
1744205693.678139,39.017306,-104.8924715,2171.07,10.99,340.98
1744205694.670497,39.017306,-104.8924715,2171.07,10.99,340.98
1744205694.6910758,39.017306,-104.8924715,2171.07,10.99,350.96
1744205695.650905,39.017306,-104.8924715,2171.07,10.99,350.96
1744205695.6983805,39.0173061,-104.8924715,2171.06,10.988,0.96
1744205696.6544628,39.0173061,-104.8924715,2171.06,10.988,0.96
1744205696.7169557,39.0173061,-104.8924715,2171.06,10.989,10.95
1744205697.6583004,39.0173061,-104.8924715,2171.06,10.989,10.95
1744205697.7303824,39.0173062,-104.8924715,2171.07,10.99,20.97
1744205698.756231,39.0173062,-104.8924715,2171.07,10.99,20.97
1744205698.7768831,39.0173062,-104.8924715,2171.07,10.99,30.96
1744205699.7618515,39.0173062,-104.8924715,2171.07,10.99,40.96
1744205699.7825263,39.0173062,-104.8924715,2171.07,10.99,40.96
1744205700.773045,39.0173062,-104.8924715,2171.07,10.99,40.96
1744205700.7991536,39.0173062,-104.8924714,2171.07,10.99,50.96
1744205701.8022015,39.0173063,-104.8924714,2171.06,10.988,60.96
1744205701.8228624,39.0173063,-104.8924714,2171.06,10.988,60.96
1744205702.828021,39.0173063,-104.8924714,2171.06,10.988,60.96
1744205702.8556075,39.0173063,-104.8924713,2171.06,10.988,70.96
1744205703.8709586,39.0173063,-104.8924713,2171.06,10.988,70.96
1744205703.8915138,39.0173064,-104.8924713,2171.07,10.99,80.96
1744205704.8815086,39.0173064,-104.8924713,2171.07,10.99,80.96
1744205704.902087,39.0173064,-104.8924713,2171.07,10.99,90.96
1744205705.8918777,39.0173064,-104.8924713,2171.07,10.99,90.96
1744205705.9265003,39.0173064,-104.8924712,2171.07,10.99,100.96
1744205706.872396,39.0173064,-104.8924712,2171.07,10.99,100.96
1744205706.9634585,39.0173063,-104.8924711,2171.07,10.99,110.96
1744205707.879552,39.0173063,-104.8924711,2171.07,10.99,110.96
1744205707.970399,39.0173063,-104.8924711,2171.06,10.989,120.96
1744205708.8984485,39.0173063,-104.8924711,2171.06,10.989,120.96
1744205708.9591806,39.0173063,-104.892471,2171.06,10.988,130.96
1744205709.9233856,39.0173063,-104.892471,2171.06,10.988,130.96
1744205709.9677377,39.0173063,-104.892471,2171.06,10.989,140.96
1744205710.9625158,39.0173063,-104.892471,2171.06,10.989,140.96
1744205710.983168,39.0173063,-104.892471,2171.07,10.99,150.96
1744205711.9768455,39.0173062,-104.892471,2171.07,10.99,160.96
1744205711.997456,39.0173062,-104.892471,2171.07,10.99,160.96
1744205712.9812884,39.0173062,-104.892471,2171.07,10.99,170.96
1744205713.004346,39.0173062,-104.892471,2171.07,10.99,170.96
1744205714.0148885,39.0173062,-104.892471,2171.07,10.99,170.96
1744205714.055308,39.0173062,-104.8924709,2171.07,10.99,180.97
1744205715.0321405,39.0173062,-104.8924709,2171.07,10.99,180.97
1744205715.0879688,39.0173061,-104.8924709,2171.06,10.988,190.97
1744205716.033601,39.0173061,-104.8924709,2171.06,10.988,190.97
1744205716.124567,39.0173061,-104.8924709,2171.06,10.988,200.98
1744205717.0646715,39.0173061,-104.8924709,2171.06,10.988,200.98
1744205717.1251602,39.017306,-104.8924709,2171.07,10.99,215.97
1744205718.0811472,39.017306,-104.8924709,2171.07,10.99,215.97
1744205718.1720104,39.017306,-104.892471,2171.07,10.99,225.97
1744205719.0769086,39.017306,-104.892471,2171.07,10.99,225.97
1744205719.1681333,39.017306,-104.892471,2171.07,10.99,235.97
1744205720.0773036,39.017306,-104.892471,2171.07,10.99,235.97
1744205720.1704133,39.017306,-104.8924711,2171.07,10.99,245.97
1744205721.0800853,39.017306,-104.8924711,2171.07,10.99,245.97
1744205721.1710117,39.017306,-104.8924711,2171.06,10.988,255.97
1744205722.0850525,39.017306,-104.8924711,2171.06,10.988,255.97
1744205722.1762068,39.017306,-104.8924711,2171.06,10.989,265.97
1744205723.0871031,39.017306,-104.8924711,2171.06,10.989,265.97
1744205723.177998,39.0173059,-104.8924711,2171.07,10.99,275.97
1744205724.0899565,39.0173059,-104.8924711,2171.07,10.99,275.97
1744205724.1819534,39.0173059,-104.8924712,2171.07,10.99,285.97
1744205725.0926495,39.0173059,-104.8924712,2171.07,10.99,285.97
1744205725.1949105,39.0173059,-104.8924713,2171.07,10.99,295.97
1744205726.0962949,39.0173059,-104.8924713,2171.07,10.99,295.97
1744205726.2011838,39.0173059,-104.8924714,2171.07,10.99,305.98
1744205727.1166878,39.0173059,-104.8924714,2171.07,10.99,305.98
1744205727.2169704,39.0173059,-104.8924714,2171.06,10.988,315.98
1744205728.1172085,39.0173059,-104.8924714,2171.06,10.988,315.98
1744205728.2320213,39.017306,-104.8924714,2171.06,10.988,325.98
1744205729.119916,39.017306,-104.8924714,2171.06,10.988,325.98
1744205729.2341383,39.017306,-104.8924714,2171.07,10.99,335.98
1744205730.130844,39.017306,-104.8924714,2171.07,10.99,335.98
1744205730.237991,39.017306,-104.8924715,2171.07,10.99,345.98
1744205731.1412697,39.017306,-104.8924715,2171.07,10.99,345.98
1744205731.2539618,39.0173061,-104.8924715,2171.07,10.99,355.97
1744205732.1733332,39.0173061,-104.8924715,2171.07,10.99,355.97
1744205732.2641823,39.0173061,-104.8924715,2171.07,10.99,5.95
1744205733.178896,39.0173061,-104.8924715,2171.07,10.99,5.95
1744205733.269798,39.0173061,-104.8924715,2171.07,10.99,15.97
1744205734.1933537,39.0173061,-104.8924715,2171.07,10.99,15.97
1744205734.2842603,39.0173062,-104.8924715,2171.06,10.988,25.94
1744205735.210311,39.0173062,-104.8924715,2171.06,10.988,25.94
1744205735.280157,39.0173062,-104.8924715,2171.06,10.989,35.96
1744205736.2223485,39.0173062,-104.8924715,2171.06,10.989,35.96
1744205736.286824,39.0173062,-104.8924714,2171.07,10.99,45.96
1744205737.2560422,39.0173062,-104.8924714,2171.07,10.99,45.96
1744205737.2946222,39.0173062,-104.8924714,2171.07,10.99,55.97
1744205738.2851725,39.0173062,-104.8924714,2171.07,10.99,55.97
1744205738.3058393,39.0173063,-104.8924714,2171.07,10.99,65.96
1744205739.2997403,39.0173063,-104.8924714,2171.07,10.99,65.96
1744205739.323113,39.0173063,-104.8924713,2171.07,10.99,75.96
1744205740.30321,39.0173063,-104.8924713,2171.07,10.99,75.96
1744205740.33052,39.0173064,-104.8924713,2171.06,10.988,85.95
1744205741.3077824,39.0173064,-104.8924713,2171.06,10.988,85.95
1744205741.34136,39.0173064,-104.8924712,2171.06,10.989,95.96
1744205742.3176532,39.0173064,-104.8924712,2171.06,10.989,95.96
1744205742.3481746,39.0173064,-104.8924711,2171.07,10.99,105.96
1744205743.3317935,39.0173064,-104.8924711,2171.07,10.99,105.96
1744205743.3662412,39.0173063,-104.8924711,2171.07,10.99,115.96
1744205744.3505757,39.0173063,-104.8924711,2171.07,10.99,115.96
1744205744.3776603,39.0173063,-104.8924711,2171.07,10.99,125.96
1744205745.3568885,39.0173063,-104.8924711,2171.07,10.99,125.96
1744205745.3877053,39.0173063,-104.892471,2171.07,10.99,135.96
1744205746.380226,39.0173063,-104.892471,2171.07,10.99,135.96
1744205746.4118774,39.0173063,-104.892471,2171.06,10.989,145.96
1744205747.4054642,39.0173063,-104.892471,2171.06,10.989,145.96
1744205747.4261417,39.0173063,-104.892471,2171.06,10.987,155.96
1744205748.4052503,39.0173063,-104.892471,2171.06,10.987,155.96
1744205748.4321253,39.0173062,-104.892471,2171.06,10.989,165.96
1744205749.4252372,39.0173062,-104.892471,2171.06,10.989,165.96
1744205749.473084,39.0173062,-104.8924709,2171.07,10.99,175.96
1744205750.4454198,39.0173061,-104.8924709,2171.07,10.99,185.97
1744205750.466363,39.0173061,-104.8924709,2171.07,10.99,185.97
1744205751.455889,39.0173061,-104.8924709,2171.07,10.99,195.98
1744205751.4765851,39.0173061,-104.8924709,2171.07,10.99,195.98
1744205752.490955,39.0173061,-104.8924709,2171.07,10.99,195.98
1744205752.5433066,39.017306,-104.8924709,2171.07,10.99,205.98
1744205753.5152946,39.017306,-104.8924709,2171.07,10.99,205.98
1744205753.5486448,39.017306,-104.8924709,2171.06,10.989,215.98
1744205754.54847,39.017306,-104.8924709,2171.06,10.989,215.98
1744205754.5691504,39.017306,-104.892471,2171.06,10.988,225.98
1744205755.5521705,39.017306,-104.892471,2171.06,10.988,225.98
1744205755.572783,39.017306,-104.892471,2171.07,10.99,235.98
1744205756.5574915,39.017306,-104.892471,2171.07,10.99,235.98
1744205756.5780628,39.017306,-104.8924711,2171.07,10.99,245.97
1744205757.559312,39.017306,-104.8924711,2171.07,10.99,245.97
1744205757.5800803,39.017306,-104.8924711,2171.07,10.99,255.96
1744205758.5669203,39.017306,-104.8924711,2171.07,10.99,255.96
